# 8 L2 dwarfs rejected from template construction because 
# reduced chi2 > 2.00000 in any band (but not full spectrum)
# Name	J chi2	H chi2	K chi2
U10329 	0.913940	2.19818	5.86063
U10764 	1.07367	3.96798	6.92249
U10828_0928-1603 	3.80991	2.68446	2.15975
U11076_1231+4959 	1.09256	2.68905	1.78986
U20240_0616-4557 	2.53486	2.35204	3.65890
U20307_0835+0548 	0.973193	2.05151	1.50098
U51060_1302+5650_KIR10A 	21.6759	29.1828	50.8120
spex_prism_kelu-1_060411 	1.36261	2.59265	3.52003
