# 8 L0 dwarfs rejected from template construction because 
# reduced chi2 > 2.00000 in any band (but not full spectrum)
# Name	J chi2	H chi2	K chi2
U51440_1658+1820 	6.23532	19.0161	10.6381
U20744 	4.79384	6.34031	1.36582
spex_prism_1221+0257_060411 	1.43517	1.56021	4.39642
spex_prism_0010-2031_080714 	3.72105	4.42365	0.908504
j2322-3133prismtc1 	3.22142	20.0583	10.1070
U51464_1722+6329 	3.25831	7.09705	4.88078
2M0345_L0 	4.00306	1.16072	2.45221
U20487_j1331+3407prismtc1_dagny 	6.47801	5.43933	1.67702
